PubMedID,Entity_1,Entity_2,Sentence,BioBERT_Relation,BioBERT_Conf,PubMedBERT_Relation,PubMedBERT_Conf,BioLinkBERT_Relation,BioLinkBERT_Conf,All_Agree,Avg_Confidence,Ensemble_Result,Ensemble_Conf,Decision_Method
1359204,Interleukin-2,sIl-2R,Soluble Interleukin-2 Receptor (sIl-2R) and Tumor Necrosis Factor-alpha (TNF-alpha) have been found significantly increased in serum samples of patients with HCL at diagnosis and a strict correlation with leukemic burden has been reported.,Association,0.837928831577301,Association,0.73792564868927,Association,0.8817611336708069,True,0.8192052046457926,Association,0.8817611336708069,Accepted_By_Ensemble
1359204,Interleukin-2,Tumor Necrosis Factor-alpha,Soluble Interleukin-2 Receptor (sIl-2R) and Tumor Necrosis Factor-alpha (TNF-alpha) have been found significantly increased in serum samples of patients with HCL at diagnosis and a strict correlation with leukemic burden has been reported.,Association,0.8713526725769043,Association,0.676997184753418,Association,0.8727735280990601,True,0.8070411284764608,Association,0.8727735280990601,Accepted_By_Ensemble
1359204,Interleukin-2,TNF-alpha,Soluble Interleukin-2 Receptor (sIl-2R) and Tumor Necrosis Factor-alpha (TNF-alpha) have been found significantly increased in serum samples of patients with HCL at diagnosis and a strict correlation with leukemic burden has been reported.,Association,0.8554351925849915,Association,0.6696717143058777,Association,0.8806121945381165,True,0.8019063671429952,Association,0.8806121945381165,Accepted_By_Ensemble
1363382,Interleukin-2,soluble interleukin-2 receptor,"Interleukin-2 (IL-2) and soluble interleukin-2 receptor (sIL-2R), released during T-lymphocyte activation, were measured in serial samples of serum from 32 patients with renal allografts and other uremic patients.",Association,0.8864243030548096,Association,0.7909092903137207,NO_RELATION,0.4254057705402374,False,0.7009131213029226,,,Escalate_Single_Model
1363382,Interleukin-2,sIL-2R,"Interleukin-2 (IL-2) and soluble interleukin-2 receptor (sIL-2R), released during T-lymphocyte activation, were measured in serial samples of serum from 32 patients with renal allografts and other uremic patients.",Association,0.8952021598815918,Association,0.7853789925575256,NO_RELATION,0.6479923129081726,False,0.7761911551157633,,,Escalate_Single_Model
1365917,Hepatocyte growth factor,scatter factor,"Hepatocyte growth factor, a potent mitogen for epithelial and other cell types, and scatter factor, a stimulant of epithelial cell motility are identical.",Association,0.7709407210350037,NO_RELATION,0.7341521382331848,NO_RELATION,0.9905397891998292,False,0.8318775494893392,,,Escalate_Single_Model
1370387,Interleukin-6,immunoglobulin,Interleukin-6 (IL-6) stimulates growth and immunoglobulin (lg) secretion in Epstein-Barr virus (EBV)-infected B cells.,Association,0.7376910448074341,Association,0.6928796768188477,NO_RELATION,0.9693337082862854,False,0.7999681433041891,,,Escalate_Single_Model
1370387,Interleukin-6,Epstein-Barr virus (EBV)-infected B cells,Interleukin-6 (IL-6) stimulates growth and immunoglobulin (lg) secretion in Epstein-Barr virus (EBV)-infected B cells.,Association,0.7654643058776855,Association,0.7498651742935181,NO_RELATION,0.991262912750244,False,0.8355307976404825,,,Escalate_Single_Model
1370441,Interleukin-6,immunoglobulin,"Interleukin-6 (IL-6) is a peptide whose properties include the ability to activate T-lymphocytes, stimulate the secretion of immunoglobulin, induce neuronal differentiation, and trigger the release of acute phase proteins.",Association,0.7488013505935669,Association,0.7728655934333801,NO_RELATION,0.9819122552871704,False,0.8345263997713724,,,Escalate_Single_Model
1370501,Hepatocyte growth factor,hepatopoietin A,"Hepatocyte growth factor (HGF) also known as hepatopoietin A (HPTA) (Michalopoulos, FASEB J., 4:176-187, 1990) is a heparin-binding growth factor whose characterization and tissue distribution have been reported elsewhere.",Association,0.867109477519989,NO_RELATION,0.8647947907447815,NO_RELATION,0.9968626499176024,False,0.9095889727274576,NO_RELATION,0.9968626499176024,Accepted_By_Ensemble
1370501,Hepatocyte growth factor,heparin-binding growth factor,"Hepatocyte growth factor (HGF) also known as hepatopoietin A (HPTA) (Michalopoulos, FASEB J., 4:176-187, 1990) is a heparin-binding growth factor whose characterization and tissue distribution have been reported elsewhere.",Association,0.8863250017166138,NO_RELATION,0.8920543789863586,NO_RELATION,0.9954975843429564,False,0.9246256550153097,NO_RELATION,0.9954975843429564,Accepted_By_Ensemble
1372137,Interleukin-2,lymphokine,"Interleukin-2 (IL-2) is a lymphokine which, upon binding to its receptor, leads to the proliferation and differentiation of T-cells (helper, suppressor, and cytotoxic) and B-cells.",Association,0.8922103643417358,NO_RELATION,0.5266892910003662,NO_RELATION,0.9882335662841796,False,0.8023777405420939,,,Escalate_No_Majority
1372159,Interleukin-6,multifunctional cytokine,"Interleukin-6 (IL-6) is considered an important multifunctional cytokine involved in the regulation of a variety of cellular responses, including the induction of acute-phase protein synthesis, lymphocyte activation, and hematopoiesis.",Association,0.8795040845870972,Association,0.7807044982910156,NO_RELATION,0.97652006149292,False,0.8789095481236776,,,Escalate_No_Majority
1372159,Interleukin-6,acute-phase protein,"Interleukin-6 (IL-6) is considered an important multifunctional cytokine involved in the regulation of a variety of cellular responses, including the induction of acute-phase protein synthesis, lymphocyte activation, and hematopoiesis.",Association,0.8592112064361572,Association,0.7468951344490051,NO_RELATION,0.9654264450073242,False,0.8571775952974955,,,Escalate_No_Majority
1373261,Interleukin-2,antigens,Interleukin-2 has been described as an effective adjuvant for a number of antigens in different host species.,Association,0.504026472568512,Association,0.4641949534416199,NO_RELATION,0.6466361284255981,False,0.5382858514785767,,,Escalate_No_Confident_Model
1373391,Interferon gamma,IFP,Interferon gamma induces expression of a protein termed IFP 53 according to its molecular weight of 53 kDa.,Association,0.8410957455635071,Association,0.5659114718437195,NO_RELATION,0.9705159664154052,False,0.7925077279408773,,,Escalate_No_Majority
1373689,Granulocyte colony-stimulating factor,neutrophil alkaline phosphatase,Granulocyte colony-stimulating factor (G-CSF) is known to act on the neutrophilic granulocytes from chronic myelogenous leukemia (CML) patients to induce neutrophil alkaline phosphatase (NAP) activity.,Association,0.6198797821998596,Association,0.5496535897254944,NO_RELATION,0.9932709336280824,False,0.7209347685178121,,,Escalate_Single_Model
1373689,Granulocyte colony-stimulating factor,NAP,Granulocyte colony-stimulating factor (G-CSF) is known to act on the neutrophilic granulocytes from chronic myelogenous leukemia (CML) patients to induce neutrophil alkaline phosphatase (NAP) activity.,Association,0.6288348436355591,Positive_regulation,0.4165505468845367,NO_RELATION,0.99636048078537,False,0.6805819571018219,,,Escalate_Single_Model
1375118,Granulocyte-macrophage colony-stimulating factor,Interleukin-3,"Granulocyte-macrophage colony-stimulating factor (GM-CSF), Interleukin-3 (IL-3), and Steel Factor (SF) induce proliferation of hematopoietic cells through binding to specific, high-affinity, cell surface receptors.",Association,0.9083285927772522,NO_RELATION,0.3363093733787536,NO_RELATION,0.992199957370758,False,0.745612641175588,,,Escalate_No_Majority
1375118,Granulocyte-macrophage colony-stimulating factor,IL-3,"Granulocyte-macrophage colony-stimulating factor (GM-CSF), Interleukin-3 (IL-3), and Steel Factor (SF) induce proliferation of hematopoietic cells through binding to specific, high-affinity, cell surface receptors.",Association,0.9093073606491088,Positive_regulation,0.3445379734039306,NO_RELATION,0.9945982694625854,False,0.749481201171875,,,Escalate_No_Majority
1375118,Granulocyte-macrophage colony-stimulating factor,Steel Factor,"Granulocyte-macrophage colony-stimulating factor (GM-CSF), Interleukin-3 (IL-3), and Steel Factor (SF) induce proliferation of hematopoietic cells through binding to specific, high-affinity, cell surface receptors.",Association,0.909423530101776,NO_RELATION,0.3438977599143982,NO_RELATION,0.9931817650794984,False,0.7488343516985575,,,Escalate_No_Majority
1375123,Granulocyte-macrophage colony-stimulating factor,granulocyte colony-stimulating factor,Granulocyte-macrophage colony-stimulating factor (GM-CSF) and granulocyte colony-stimulating factor (G-CSF) are two of the growing number of recognized cytokines involved in the regulation of hematopoiesis.,Association,0.8825376033782959,Association,0.4863243699073791,NO_RELATION,0.9912580847740172,False,0.7867066860198975,,,Escalate_No_Majority
1375123,Granulocyte-macrophage colony-stimulating factor,G-CSF,Granulocyte-macrophage colony-stimulating factor (GM-CSF) and granulocyte colony-stimulating factor (G-CSF) are two of the growing number of recognized cytokines involved in the regulation of hematopoiesis.,Association,0.891456663608551,Association,0.5606839060783386,NO_RELATION,0.99396014213562,False,0.8153669039408366,,,Escalate_No_Majority
1375123,Granulocyte-macrophage colony-stimulating factor,cytokines,Granulocyte-macrophage colony-stimulating factor (GM-CSF) and granulocyte colony-stimulating factor (G-CSF) are two of the growing number of recognized cytokines involved in the regulation of hematopoiesis.,Association,0.8864818215370178,Association,0.7008167505264282,NO_RELATION,0.9682521224021912,False,0.8518502314885458,,,Escalate_No_Majority
1375304,Tumor necrosis factor,macrophage-derived cytokine,Tumor necrosis factor (TNF) is a macrophage-derived cytokine that causes hemorrhagic necrosis of several human tumors in vitro.,Association,0.8687568306922913,Association,0.7070791125297546,NO_RELATION,0.985678255558014,False,0.8538380662600199,,,Escalate_No_Majority
1376041,Interleukin-6,tumor necrosis factor-alpha,"Interleukin-6 (IL-6) and tumor necrosis factor-alpha (TNF-alpha) are both secreted by in vivo-activated normal B cells and by in vivo-activated B cells from patients with polyclonal B-cell activation, including individuals infected with the human immunodeficiency virus (HIV).",Association,0.8483573198318481,Association,0.7466863989830017,NO_RELATION,0.9819213151931764,False,0.858988344669342,,,Escalate_No_Majority
1376041,Interleukin-6,TNF-alpha,"Interleukin-6 (IL-6) and tumor necrosis factor-alpha (TNF-alpha) are both secreted by in vivo-activated normal B cells and by in vivo-activated B cells from patients with polyclonal B-cell activation, including individuals infected with the human immunodeficiency virus (HIV).",Association,0.857182502746582,Association,0.7097453474998474,NO_RELATION,0.992318034172058,False,0.8530819614728292,,,Escalate_No_Majority
1378728,Tumor necrosis factor,adhesion molecules,"Tumor necrosis factor alpha (TNF-alpha) exerts multiple actions on endothelial cells including among others the expression of pro-coagulant activity and adhesion molecules, and secretion of cytokines.",Association,0.745162844657898,Association,0.7294742465019226,NO_RELATION,0.8252794146537781,False,0.7666388352711996,,,Escalate_Single_Model
1378728,Tumor necrosis factor,cytokines,"Tumor necrosis factor alpha (TNF-alpha) exerts multiple actions on endothelial cells including among others the expression of pro-coagulant activity and adhesion molecules, and secretion of cytokines.",Association,0.7192758321762085,Association,0.7128568291664124,NO_RELATION,0.9250785708427428,False,0.7857370773951212,,,Escalate_Single_Model
1378983,Interleukin-2,IFNs,"Interleukin-2, IFNs, and TNF are biologic response modifiers that are part of an intricate network of interacting cytokines released during an immune response.",Association,0.9042062759399414,Association,0.5900529026985168,NO_RELATION,0.9666655659675598,False,0.820308248202006,,,Escalate_No_Majority
1378983,Interleukin-2,TNF,"Interleukin-2, IFNs, and TNF are biologic response modifiers that are part of an intricate network of interacting cytokines released during an immune response.",Association,0.9064009189605712,Association,0.6600008606910706,NO_RELATION,0.9564613699913024,False,0.8409543832143148,,,Escalate_No_Majority
1378983,Interleukin-2,interacting cytokines,"Interleukin-2, IFNs, and TNF are biologic response modifiers that are part of an intricate network of interacting cytokines released during an immune response.",Association,0.8976620435714722,Association,0.6048296093940735,NO_RELATION,0.9144086241722108,False,0.8056334257125854,,,Escalate_No_Majority
1379563,Tumor necrosis factor,TNF alpha,Tumor necrosis factor alpha (TNF alpha) orchestrates a wide range of effects that combat severe infections in animals.,Association,0.7030161619186401,Association,0.7732732892036438,NO_RELATION,0.9941527247428894,False,0.8234807252883911,,,Escalate_Single_Model
1380241,Interleukin-6,multifunctional cytokine,"Interleukin-6 (IL-6) is a multifunctional cytokine which acts on a wide variety of cells, regulating immune response, acute phase reaction and hematopoiesis.",Association,0.8607282042503357,Association,0.7865338325500488,NO_RELATION,0.9851701855659484,False,0.8774774074554443,,,Escalate_No_Majority
1382701,Granulocyte-macrophage colony-stimulating factor,high-affinity receptors,"Granulocyte-macrophage colony-stimulating factor (GM-CSF) activates a broad range of myeloid cells through binding to high-affinity receptors (GM-CSF-R) consisting of at least two distinct subunits, GM-CSF-R alpha and GM-CSF-R beta.",Association,0.8856768608093262,NO_RELATION,0.4598510265350342,NO_RELATION,0.9794477820396424,False,0.7749918897946676,,,Escalate_No_Majority
1382701,Granulocyte-macrophage colony-stimulating factor,GM-CSF-R,"Granulocyte-macrophage colony-stimulating factor (GM-CSF) activates a broad range of myeloid cells through binding to high-affinity receptors (GM-CSF-R) consisting of at least two distinct subunits, GM-CSF-R alpha and GM-CSF-R beta.",Association,0.884864091873169,NO_RELATION,0.3794815838336944,NO_RELATION,0.9765516519546508,False,0.7469657758871714,,,Escalate_No_Majority
1382701,Granulocyte-macrophage colony-stimulating factor,GM-CSF-R alpha,"Granulocyte-macrophage colony-stimulating factor (GM-CSF) activates a broad range of myeloid cells through binding to high-affinity receptors (GM-CSF-R) consisting of at least two distinct subunits, GM-CSF-R alpha and GM-CSF-R beta.",Association,0.8879814743995667,Association,0.7559511661529541,NO_RELATION,0.9683833122253418,False,0.8707719842592875,,,Escalate_No_Majority
